Table 1
"LAGOS STATE UNIVERSITY TEACHING HOSPITAL PRICE LIST 
379,,LACRIMAL SURGERY: DCT ,"75,000",,,,,
380,,LACRIMAL SYRINGING & PROBING,"45,000",,,,,
381,,LACRIMAL SURGERY ,"90,000",,,,,
382,,GLAUCOMA ,"140,000",,,,,
383,,CONJUCTIVAL SURGERY: OSSN ,"30,000",,,,,
384,,CONJUCTIVAL SURGERY: CYST EXCISION,"30,000",,,,,
385,,EYELID SURGERY: RECONSTRUCTION OF TENZEL FLAP ,"70,000",,,,,
386,,EYELID SURGERY: ANTERIOR LAMELLAR POSITIONING ,"60,000",,,,,
387,,EYELID SURGERY: FRONTALIS SLING PROCEDURE ADULT ,"70,000",,,,,
388,,EYELID SURGERY: LEVATOR RESECTION/ ADVANCEMENT/ TUCK ,"70,000",,,,,
389,,ORBITAL SURGERIES: EVISCERATION ,"60,000",,,,,
390,,ORBITAL SURGERY: EXENTERATION,"120,000 Adult

70,000 Paed.",,,,,
391,,SOCKET SURGERY: FORNIX DEEPENING SUTURE ,"60,000",,,,,
392,,EYELID SURGERY: CUTLER BEARD I&II ,"120,000",,,,,
393,,EYELID SURGERY: SKIN GRAFT ,"120,000",,,,,
394,,ORBITAL SURGERY (anterior) ,"100,000",,,,,
395,,ORBITAL SURGERY (posterior),"170,000",,,,,
396,,ORBITAL SURGERY: ANTERIOR ORBITOTOMY DERMOID,"120,000 Adult

70,000 Paed.",,,,,
397,,ORBITAL SURGERY: POSTERIOR ORBITOTOMY ,"170,000",,,,,
398,,ORBITAL SURGERY: ORBITAL DECOMPRESSION,"120,000",,,,,
399,,SOCKET SURGERY: FORNIX DEEPENING MMG ,"90,000",,,,,
400,,SOCKET SURGERY: DRG,"120,000",,,,,
401,,PTERYGIUM EXCISION WITH AMNIOTIC MEMBRANE ,"90,000",,,,,
402,,PTERYGIUM EXCISION WITH CONJ. GRAFT,"70,000",,,,,
403,,PTERYGIUM EXCISION WITH MITOMYCIN –C ,"50,000",,,,,
404,,CHALAZON EXCISIONS ,"40,000",,,,,
405,,LID LACERATION ,"90,000",,,,,
406,,CORNEAL LACERATION (major),"90,000",,,,,
407,,CORNEAL LACERATION (minor),"90,000",,,,,
408,,PARACENTESIS ,"70,000",,,,,
409,,EVISCERATION/ ENUCLEATION,"90,000 Adult

55,000 Paed.",,,,,
410,,LID CORRECTIONS,"90,000",,,,,
411,,EXCISION (medium),"55,000",,,,,
412,,EXCISION (large),"70,000",,,,,
413,,SQUINT SURGERY ,"90,000",,,,,
414,,EXENTERATION ,"120,000",,,,,
415,,FRONTALIS SLING (unilateral),"90,000",,,,,
416,,FRONTALIS SLING (bilateral),"120,000",,,,,
417,,LEVATOR RESECTOR (unilateral),"100,000",,,,,
418,,LEVATOR RESECTOR (bilateral),"150,000",,,,,
419,,YAG CAPSULOTOMY,"50,000",,,,,
420,,ARGON LASER/ SESSION ,"30,000",,,,,
421,,I&D,"10,000",,,,,
422,,FUNDUS PHOTOGRAPHY,"30,000",,,,,
423,,FLUORESCEIN ANGIOGRAPHY,"45,000",,,,,
424,,GONIOSCOPY,"5,000",,,,,
425,,PRIMARY SCLERAL FIXATION CATARCT SURGERY ,"95,000",,,,,
426,,SECONDARY SCLERAL FIXATION CATARACT SURGERY ,"95,000",,,,,
427,,PTOSIS CORRECTION,"90,000",,,,,
428,,CUSTOMIZED OCULAR PROSTHETICS (1),"90,000",,,,,
429,,CUSTOMIZED OCULAR PROSTHETICS (2),"50,000",,,,,
430,,CUSTOMIZED OCULAR PROSTHETICS (3),"50,000",,,,,
431,,DACRYOCYTORHINOSTOMY (D.C.R) + ANAESTHESIA,"100,000",,,,,
,,,,,,,,
432,ORTHOPAEDICS,APPLICATION OF POP,"10,000",,,,,
433,,REMOVAL OF POP,"5,000",,,,,
,,,,,,,,
434,PHYSIOTHERAPY,8 TREATMENT SESSION (0-12 yrs),"16,000 (#2,000 per session)",,,,,
435,,8 TREATMENT SESSION (13-59 yrs),"40,000 (5,000 per session)",,,,,
436,,8 TREATMENT SESSION (60 above),"32,000 (#4,000 per session)",,,,,
437,,8 TREATMENT SESSION (hemiplegic class),"16,000 (#2,000 per session)",,,,,
438,,8 TREATMENT SESSION (VIP services),"160,000 (#20,000 per session)",,,,,
439,,"8 TREATMENT SESSION FOR SPECIAL PROCEDURES (BPPV Maneuvre, Spinal Manipulation)","80,000 (10,000 per session)",,,,,
440,,LASER,"5,000",,,,,
441,,INTERFERENTIAL THERAPY/ EMS,"5,000",,,,,
442,,ELECTRICAL STIMULATION,"5,000 Adult

3,000 Paed.",,,,,
443,,NEUROMUSCULAR ELECTRIC STIMULATING DEVICE (per 2 weeks),"20,000",,,,,
444,,SHORT WAVE DIATHERMY,"5,000",,,,,
445,,"TRACTION (cervical, lumbar)","5,000",,,,,
446,,ULTRASOUND THERAPY,"5,000",,,,,
447,,LYMPHASTIM,"5,000",,,,,
,,,,,,,,
448,PSYCHIATRY/ PSYCHOLOGY,ADMISSION DEPOSIT ,"403,000",,,,,
449,,"ADMISSION FEE (first 20 days -feeding, medications & accommodation)","Admission for First 20 days
Admission Pack =#28,000
Accommodation =#7,500 (daily)
Diet =#10,000 (daily)
Utility =#20,000
Drugs =#5,000 
TOTAL = #403,000",,,,,
450,,NERVOUS MATERIALS (per day),"5,000",,,,,
451,,NERVOUS WARD DRUGS,"5,000",,,,,
452,,PSYCHIATRIC WARD UTILITY,"20,000",,,,,
453,,PSYCHIATRIC WARD ACCOMMODATION,"7,500",,,,,
454,,PRIVATE WARD,"12,000",,,,,
455,,PSYCHIATRIC DIET,"10,000",,,,,
456,,MENTAL FITNESS PER INDIVIDUAL,"5,000",,,,,
457,,ELECTROCONVULSIVE (ECT),"15,000",,,,,
458,,PSYCHOLOGY THERAPY SERVICES (full session),"20,000",,,,,
459,,HYPNOTHERAPY (6 sessions) ,"12,000",,,,,
460,,COUNSELLING (6 sessions),"12,000",,,,,
461,,COGNITIVE BEHAVIORAL THERAPY (4-6 sessions),"15,000",,,,,
462,,CONSULTATION (per case),"5,000",,,,,
463,,OCCUPATIONAL THERAPY (per week),"20,000",,,,,
464,,FAMILY & SOCIAL SERVICES (per case),"5,000",,,,,
465,,HUMAN INTEGRATION (per case),"10,000",,,,,
466,,HOME TRACING (per case),"10,000",,,,,
467,,VOCATIONAL ASSESSMENT AND INTERVENTION (6 sessions),"10,000",,,,,
468,,PRE-VOCATIONAL ASSESSMENT AND INTER,"10,000",,,,,
469,,ADL GROUP THERAPY (2 sessions),"5,000",,,,,
470,,LEISURE ACTIVITIES ASSESSMENT AND INTERVENTION,"5,000 Adult

3,000 Paed.",,,,,
471,,STRESS MANAGEMENT IN OCCUPATION PERFORMANCE AREAS,"5,000",,,,,
,,,,,,,,
472,REPORTS,MEDICAL REPORTS,"5,000",,,,,
473,,MEDICAL REPORTS LEAVING THE COUNTRY,"30,000",,,,,
474,,ADOPTION FEE REPORT,"5,000",,,,,
475,,POLICE REPORT ,"15,000",,,,,
476,,ASSAULT FEE WITHOUT BRUISES AND MEDICAL REPORT,"15,000",,,,,
477,,ASSAULT FEE WITH MILD LACERATION AND MEDICAL REPORT,"15,000",,,,,
478,,ASSAULT FEE WITH SEVERE LACERATION AND MEDICAL REPORT,"20,000",,,,,
479,,REGISTRATION OF SUPPLIERS/ CONTRACTORS,"100,000 -Supply ",,,,,
480,,,"5,000 -Form",,,,,
481,,ADMISSION FORMS (employment/ residency),"5,000",,,,,
482,,HAJJ PROCEDURE,"20,000",,,,,
483,,DEATH CERTIFICATE,"10,000",,,,,
,,,,,,,,
484,STROKE WARD,ADMISSION PACK,"28,000",,,,,
485,,CONSULTATION FEE,"5,000",,,,,
486,,UTILITY,"20,000",,,,,
487,,STROKE WARD (FIRST 10 DAYS),"STROKE WARD (FIRST 10 DAYS) =#350,0000",,,,,
488,,Accomodation,"Accomodation - 100,000",,,,,
489,,Physiotherapy,"Physiotherapy - 50,000",,,,,
490,,I.P.C. Device,"I.P.C. Device - 80,000",,,,,
491,,Meal /10days,"Meal /10days -  120,000",,,,,
492,,EACH EXTRA DAY AFTER FIRST 10 DAYS                 ,"EACH EXTRA DAY AFTER FIRST 10 DAYS =#22,000

Diet =#12,000
Accm =#10,000",,,,,
,,,,,,,,
493,UROLOGY,CHANGE OF CATHETER,"3,000",,,,,
,,,,,,,,
494,"VIP SERVICES
(ACCELERATED CARE)",CONSULTATION,"70,000",,,,,
